species,group1,group2,pair,mean1,mean2,effect_size,cohens_d,t_statistic,p_value_ttest,u_statistic,p_value_mwu,n1,n2,p_adjusted,significant,p_adjusted_ttest,significant_ttest
s__GGB45985_SGB63721,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,5.299076915183289,-6.899520131839382,-1.5328102153538028,-12.010561407006932,2.6276442729094476e-23,23.0,1.735963803441562e-24,49,128,9.516237940684199e-22,True,6.094113448324603e-21,True
s__GGB46263_SGB80728,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,5.126337444756814,-6.726780661412907,-1.3676893708357056,-10.74566869518375,5.83220349274233e-20,29.0,2.1261860874013306e-24,49,128,1.0684085089191687e-21,True,9.768940850343403e-18,True
s__GGB46599_SGB64468,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,4.253944200302012,-5.854387416958105,-1.2962083210377335,-10.157771644410971,1.6303450433388777e-18,34.0,2.4841182085177454e-24,49,128,1.1522486767201542e-21,True,2.457745152833358e-16,True
s__GGB47467_SGB65430,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,4.049845941191521,-5.650289157847614,-1.267472879005191,-9.928262895267963,6.186563294391944e-18,39.0,2.9398894510452353e-24,49,128,1.2662523849859122e-21,True,7.613260543914983e-16,True
s__GGB45918_SGB63647,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,3.033210559710395,-4.633653776366488,-1.273667405158301,-9.893440867927627,5.237144628784526e-18,43.0,3.3633694685707235e-24,49,128,1.3520745263654308e-21,True,6.579162939910561e-16,True
s__GGB68788_SGB92796,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,3.5454420864090546,-5.145885303065148,-1.239628038576361,-9.68514508231742,2.3128291765685537e-17,56.0,5.2024048507881805e-24,49,128,1.9606563281407955e-21,True,2.7345803793545843e-15,True
s__GGB67334_SGB91087,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,2.4751978258533303,-4.075641042509424,-1.1739173784238164,-9.096429436025561,5.548383785735901e-16,67.0,7.51413591759837e-24,49,128,2.6653082107716568e-21,True,4.521183003782093e-14,True
s__GGB45847_SGB63572,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,2.792718533744492,-4.393161750400585,-1.216378691900911,-9.44499366054811,7.526037337156624e-17,69.0,8.032497712292759e-24,49,128,2.690886733618074e-21,True,7.563667523842406e-15,True
s__GGB75170_SGB103651,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,2.62001898305384,-4.220462199709933,-1.2008389293004536,-9.31117006598663,1.5868551587470077e-16,77.0,1.0484591954631271e-23,49,128,3.161104474321328e-21,True,1.518847080514993e-14,True
s__GGB75380_SGB103363,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,2.4146806878954306,-4.015123904551524,-1.1555704580934698,-8.954649074720928,1.2829226859538136e-15,77.0,1.0484591954631271e-23,49,128,3.161104474321328e-21,True,9.434175361343288e-14,True
s__GGB24172_SGB35979,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,2.446904589114448,-4.047347805770541,-1.1735079678257891,-9.08996168287652,5.699669635405421e-16,89.0,1.5615177982983056e-23,49,128,4.483786820827992e-21,True,4.582534386865958e-14,True
s__GGB46599_SGB103509,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,3.446715516241028,-5.047158732897121,-1.2058828841363487,-9.424473283976477,1.0871226361005034e-16,93.0,1.7826407095342478e-23,49,128,4.6736189036919624e-21,True,1.0746474583091862e-14,True
s__GGB46263_SGB80728,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,5.126337444756814,-5.7487482098507865,-1.1753674114238075,-9.3513263501441,3.384072580643748e-16,1072.5,1.7095412719103404e-23,86,128,4.6736189036919624e-21,True,2.9573851683017104e-14,True
s__GGB75173_SGB103644,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,1.8512748153825014,-3.451718032038595,-1.101753528540886,-8.484749795021443,1.7193859196231927e-14,125.0,5.111290410232511e-23,49,128,1.2328432469480816e-20,True,9.969131822430627e-13,True
s__GGB44257_SGB103370,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.4620542855145386,3.6395758119140664,-5.101630097428605,-1.2099165746022342,-9.273696302651688,1.3914587753253162e-16,125.0,5.111290410232511e-23,49,128,1.2328432469480816e-20,True,1.3533058734212349e-14,True
s__GGB41799_SGB83534,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,1.4952478923212118,-3.0956911089773054,-1.1304869942369997,-8.61857627630697,6.284474539515679e-15,130.0,6.019788941196877e-23,49,128,1.396127973669891e-20,True,3.9889875235031096e-13,True
s__GGB62437_SGB95276,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,2.143445321636645,-3.7438885382927385,-1.1504122765918205,-8.880978617949575,1.776820155582544e-15,133.0,6.639816979718869e-23,49,128,1.4828924588038808e-20,True,1.290870546766595e-13,True
s__GGB46504_SGB64365,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.437592577831854,3.0963971033262485,-4.533989681158102,-1.1492302390225009,-8.691686454550306,3.502719895159435e-15,171.0,2.3068983734423417e-22,49,128,4.968070425663329e-20,True,2.400159200887658e-13,True
s__GGB46599_SGB64468,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,4.253944200302012,-4.876354965395985,-1.0868298578521909,-8.644342071639876,1.7360372113798393e-14,1209.0,3.5920804820259707e-22,86,128,7.469050105729863e-20,True,9.969813699638504e-13,True
s__GGB43468_SGB60787,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,3.756100705359204,-4.3785114704531765,-1.0937774034325642,-8.695420909547746,1.2618603186101814e-14,1243.0,7.581837222805744e-22,86,128,1.5239492817839545e-19,True,7.53368091209841e-13,True
s__GGB45969_SGB63701,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,1.0277474130329822,-2.628190629689076,-1.0295354841053128,-7.799337480210715,6.975063735075133e-13,214.0,9.034885894767855e-22,49,128,1.7574310304983924e-19,True,2.4996630404294193e-11,True
s__GGB56727_SGB78161,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,0.9193463321418492,-2.519789548797943,-1.0713868508349553,-8.047704290815693,1.4837974956375495e-13,220.0,1.0931932864324062e-21,49,128,2.0599860991210655e-19,True,7.157839118955539e-12,True
s__GGB46505_SGB103527,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,1.4934018762214718,-3.093845092877565,-1.0512016308838557,-8.06009904667893,1.8573699688837008e-13,224.0,1.2410441469167408e-21,49,128,2.267726123002408e-19,True,8.549573215548638e-12,True
s__GGB44257_SGB103370,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,3.6395758119140664,-4.261986577008039,-1.031902633612007,-8.204693795576874,1.926448027874032e-13,1271.0,1.3965426025340662e-21,86,128,2.476809380376594e-19,True,8.734196697804822e-12,True
s__GGB47467_SGB65430,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,4.049845941191521,-4.672256706285493,-1.0552228471303309,-8.39252604278926,6.977998373580884e-14,1278.0,1.6259473756486568e-21,86,128,2.8012750500461145e-19,True,3.596353007922456e-12,True
s__GGB46513_SGB64374,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,1.049134302518532,-2.649577519174626,-1.0629343651750833,-8.033515258757225,1.7351510919171104e-13,240.0,2.057821609653477e-21,49,128,3.4468511961695736e-19,True,8.1361393024126e-12,True
s__GGB46504_SGB91066,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,1.3972864771318256,-2.997729693787919,-1.0632898768858592,-8.125775362798882,1.1968784171894495e-13,241.0,2.123707307896931e-21,49,128,3.4610689369239175e-19,True,5.915718734141296e-12,True
s__GGB75267_SGB103593,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,3.539331602547394,-4.1617423676413665,-1.0550188344225815,-8.386705029097632,6.974300940354428e-14,1317.0,3.777048914305043e-21,86,128,5.9935802508577395e-19,True,3.596353007922456e-12,True
s__GGB45918_SGB63647,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,3.033210559710395,-3.655621324804368,-1.01516718665558,-8.065999602659424,3.953982406230662e-13,1369.0,1.148276023168894e-20,86,128,1.7754113896688283e-18,True,1.589500927304726e-11,True
s__Nitrosomonas_sp_PY1,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,0.6178691617389506,-2.2183123783950442,-0.9995175283527444,-7.456927041285991,4.31940521462645e-12,303.0,1.4838756766420927e-20,49,128,2.2369425825379546e-18,True,1.2002771172441242e-10,True
s__GGB68788_SGB92796,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,3.5454420864090546,-4.167852851503027,-1.0119259881408258,-8.045759324068905,4.594200638910262e-13,1384.0,1.5785021622765402e-20,86,128,2.3215531801286677e-18,True,1.7988980423784987e-11,True
s__GGB44582_SGB62026,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,0.3466461991722083,-1.9470894158283019,-1.073976839438179,-7.7766335739900665,6.15061719392827e-13,314.0,2.059405960621749e-20,49,128,2.3430599891602166e-18,True,2.234230221649847e-11,True
s__GGB45217_SGB62738,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,0.37256166312761185,-1.9730048797837054,-1.051266253112216,-7.656928506415262,1.2401954954758971e-12,314.0,2.059405960621749e-20,49,128,2.3430599891602166e-18,True,4.0423669393079244e-11,True
s__GGB44369_SGB61784,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,0.3511061546141816,-1.9515493712702752,-1.0700646837615975,-7.7562893837926445,6.927278885000347e-13,314.0,2.059405960621749e-20,49,128,2.3430599891602166e-18,True,2.4996630404294193e-11,True
s__Thermomonas_SGB62036,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,0.44579303815002785,-2.0462362548061215,-0.9899037184367196,-7.316524006262669,9.147860867052537e-12,314.0,2.059405960621749e-20,49,128,2.3430599891602166e-18,True,2.3274937142753924e-10,True
s__GGB26186_SGB38199,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,0.44261267532190574,-2.0430558919779993,-1.0453281029404067,-7.662959096463946,1.2108024369640458e-12,314.0,2.059405960621749e-20,49,128,2.3430599891602166e-18,True,3.9896932758979214e-11,True
s__GGB69468_SGB93649,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,0.34779742893179194,-1.9482406455878856,-1.0665087915785345,-7.732689331996854,7.954080329821054e-13,314.0,2.059405960621749e-20,49,128,2.3430599891602166e-18,True,2.8048599057790032e-11,True
s__GGB44403_SGB61822,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,0.2946915336074176,-1.8951347502635112,-1.127354745419016,-8.049511978573358,1.2690207688265748e-13,314.0,2.059405960621749e-20,49,128,2.3430599891602166e-18,True,6.171125190342133e-12,True
s__GGB40481_SGB57069,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,0.4173778435368611,-2.0178210601929547,-1.0057951673480625,-7.402175203305542,5.523978463984062e-12,314.0,2.059405960621749e-20,49,128,2.3430599891602166e-18,True,1.4937035936243899e-10,True
s__GGB45764_SGB63487,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,0.29978468322712487,-1.9002278998832185,-1.1135034010728946,-7.973944735525892,1.9642736455676916e-13,314.0,2.059405960621749e-20,49,128,2.3430599891602166e-18,True,8.839231405054612e-12,True
s__GGB43779_SGB93081,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,0.3362252737533749,-1.9366684904094684,-1.0821718554398434,-7.818090830323012,4.830154676623748e-13,314.0,2.059405960621749e-20,49,128,2.3430599891602166e-18,True,1.8551485796204587e-11,True
s__Leptothrix_cholodnii,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,0.12785075179669222,-1.7282939684527858,-1.312999123723147,-8.841277926101592,2.46311408909678e-15,314.0,2.059405960621749e-20,49,128,2.3430599891602166e-18,True,1.7473621126180686e-13,True
s__GGB35331_SGB62019,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,0.44841540711467,-2.0488586237707636,-0.9888365164485865,-7.311040660446625,9.450316656025493e-12,314.0,2.059405960621749e-20,49,128,2.3430599891602166e-18,True,2.364539810615507e-10,True
s__GGB56729_SGB91086,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.5101348223851744,3.3464832390262056,-3.85661806141138,-1.006538829416857,-7.963919279499051,5.508787295061981e-13,1404.0,2.4084971234488714e-20,86,128,2.6894884545179064e-18,True,2.037913336762193e-11,True
s__GGB75267_SGB103593,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.001462643442481,3.539331602547394,-4.540794245989875,-1.0611044224120927,-7.52954705389772,2.7438138449621207e-12,328.0,3.163329055932494e-20,49,128,3.468158946776898e-18,True,8.063299632167316e-11,True
s__GGB46555_SGB64420,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,0.8730149346204715,-2.473458151276565,-0.969387010171583,-7.34333850789686,9.3641665676197e-12,352.0,6.570254176520508e-20,49,128,7.074755836503333e-18,True,2.3527468501144496e-10,True
s__GGB46599_SGB103509,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,3.446715516241028,-4.069126281335,-0.9797345335371329,-7.790094423801149,1.844463534543169e-12,1478.0,1.130073791579307e-19,86,128,1.1954991163549513e-17,True,5.7627539447125947e-11,True
s__Nitrospira_sp_ND1,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-0.7075987581043758,6.347135993341057,-7.054734751445433,-1.275354184840614,-9.279755796170027,6.452348716771607e-17,424.0,6.000206264204708e-19,49,128,6.238145478130066e-17,True,6.708217717609101e-15,True
s__GGB46504_SGB64365,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,3.0963971033262485,-3.7188078684202215,-0.9707087358358326,-7.715368463158353,2.7064852239378207e-12,1567.5,7.135676789836299e-19,86,128,7.292903566561506e-17,True,8.000051911933853e-11,True
s__GGB46516_SGB64377,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,2.7813188213272024,-3.4037295864211754,-0.948648756728769,-7.537318749012655,6.92108299613724e-12,1584.0,9.862024552322922e-19,86,128,9.911334675084537e-17,True,1.8304443187152437e-10,True
s__GGB67334_SGB91087,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,2.4751978258533303,-3.0976085909473032,-0.9023035760013238,-7.167154113472191,4.8742394933930394e-11,1587.0,1.0477012894503491e-18,86,128,1.035678487768132e-16,True,5.925738738943554e-10,True
s__GGB45847_SGB63572,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,2.792718533744492,-3.415129298838465,-0.9554511373533984,-7.591196205345093,5.179732884887817e-12,1597.0,1.2813478229626477e-18,86,128,1.2462140923330267e-16,True,1.406927445760069e-10,True
s__GGB75341_SGB102802,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.0467168300281262,1.8858244379947355,-2.9325412680228617,-0.8630367481555462,-5.836697610089501,3.1209934898269816e-08,455.0,1.4114904828574568e-18,49,128,1.3509980335921372e-16,True,1.5935301222401946e-07,True
s__Nitrospira_sp_ND1,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.18771526595228774,6.347135993341057,-6.534851259293345,-1.2144440846497144,-9.511537273311438,3.542290705531725e-17,1614.5,1.9372326454207157e-18,86,128,1.8252363831073305e-16,True,3.883638718973873e-15,True
s__Alphaproteobacteria_unclassified_SGB64958,Chopyk_2020_pond,Chu_2017_sludge,Chopyk_2020_pond vs Chu_2017_sludge,6.243548740855714,-1.6004432166560936,7.8439919575118076,1.51943863893302,9.845681856578885,6.123616255426845e-16,4014.0,2.673676401665133e-18,86,49,2.4803490310831925e-16,True,4.79550727535375e-14,True
s__GGB75170_SGB103651,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,2.62001898305384,-3.242429748147813,-0.9327395688405709,-7.4094981504285204,1.3573581414756026e-11,1653.0,3.919605660187449e-18,86,128,3.581094262262169e-16,True,3.287096222127664e-10,True
s__actinobacterium_SCGC_AAA028_A23,Chopyk_2020_pond,Chu_2017_sludge,Chopyk_2020_pond vs Chu_2017_sludge,7.689821778528236,-1.6004432166560936,9.29026499518433,1.69116060966909,10.96613138630688,3.2129621683254974e-18,3985.0,8.562693651644504e-18,86,49,7.706424286480054e-16,True,4.2117743206527714e-16,True
s__GGB75380_SGB103363,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,2.4146806878954306,-3.0370914529894035,-0.8839588735009556,-7.0214753042241735,1.0448452837489864e-10,1712.0,1.2515091931750455e-17,86,128,1.10979418159493e-15,True,1.2092931019206119e-09,True
s__GGB24172_SGB35979,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,-0.6224107650939729,2.446904589114448,-3.069315354208421,-0.9001344526414102,-7.149612872710807,5.335455305350379e-11,1722.0,1.5210316458552107e-17,86,128,1.3292493948560754e-15,True,6.460400701056784e-10,True
s__Bosea_sp_47_2_35,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,-0.2807343997780003,-1.3197088168780933,-1.4571767819094945,-8.54653749131263,4.708027504029624e-13,539.0,1.5839936843527058e-17,49,128,1.364497416663831e-15,True,1.8315745709224923e-11,True
s__Burkholderiales_unclassified_SGB103074,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.1338215590729581,0.3342040063040759,-1.468025565377034,-0.592299009074982,-3.418371845432884,0.000997107874959322,546.0,1.9310287776103144e-17,49,128,1.6400145815479149e-15,True,0.0020804707564030145,True
s__GGB75623_SGB102995,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.1752894879873985,0.39961575057603455,-1.574905238563433,-0.6740531242306687,-4.203982472409514,5.403079017019412e-05,554.0,2.4201248825158532e-17,49,128,2.026854589107027e-15,True,0.00012811862553136866,True
s__GGB46510_SGB64371,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-0.08443170581240451,5.206648063810529,-5.291079769622933,-1.004632457521758,-6.814189758048443,2.0417684132651891e-10,561.0,2.947055380942906e-17,49,128,2.4343484859021536e-15,True,2.2466904255454544e-09,True
s__GGB75193_SGB103433,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.3002061693688534,0.5346726019185276,-1.8348787712873809,-0.6773253431848711,-4.218931610135936,5.123251176395378e-05,566.0,3.3912305543826616e-17,49,128,2.7409213179122916e-15,True,0.00012167469316133962,True
s__Limnohabitans_sp_103DPR2,Chopyk_2020_pond,Chu_2017_sludge,Chopyk_2020_pond vs Chu_2017_sludge,5.9217048895639355,-1.6004432166560936,7.522148106220029,1.4193949235531382,9.2002480650766,1.375858440896272e-14,3950.0,3.409106116806333e-17,86,49,2.7409213179122916e-15,True,8.133751371180902e-13,True
s__GGB46509_SGB64370,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-0.4803299633462643,3.074470387817102,-3.554800351163366,-0.7830956690813807,-5.048864385068951,1.5277689584292706e-06,582.0,5.3049668464355683e-17,49,128,4.2090723794745365e-15,True,5.435071869810325e-06,True
s__GGB75253_SGB103519,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.6004432166560936,-0.17816906851897496,-1.4222741481371186,-0.9630282158196382,-6.684198492274429,3.4469415336647776e-10,586.0,5.983261741949994e-17,49,128,4.6855932862283715e-15,True,3.659341099999755e-09,True
s__GGB46510_SGB64371,Chopyk_2020_pond,Schulz_2017_wastewater,Chopyk_2020_pond vs Schulz_2017_wastewater,0.8336352647854331,5.206648063810529,-4.373012799025096,-0.8018448496371936,-5.9850547657565105,9.164168888216482e-09,1801.0,6.976554696871337e-17,86,128,5.3934134387351495e-15,True,5.226580660567473e-08,True
s__GGB43468_SGB60787,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-0.0914162415482883,3.756100705359204,-3.847516946907492,-0.7913645446303202,-5.080387472657183,1.3594205663491168e-06,605.0,1.0045125073113801e-16,49,128,7.620341075156453e-15,True,4.899764503936147e-06,True
s__Aestuariivirga_litoralis,Chopyk_2020_pond,Chu_2017_sludge,Chopyk_2020_pond vs Chu_2017_sludge,3.700225821958152,-1.6004432166560936,5.300669038614245,1.4020206658418044,9.037895859208845,2.056928520402511e-14,3922.0,1.010990524067191e-16,86,49,7.620341075156453e-15,True,1.166525138093296e-12,True
s__Actinobacteria_bacterium_IMCC25003,Chopyk_2020_pond,Chu_2017_sludge,Chopyk_2020_pond vs Chu_2017_sludge,3.2997904400015456,-1.6004432166560936,4.900233656657639,1.234982433243688,7.969272966558307,3.907042155667942e-12,3920.0,1.0919424677347219e-16,86,49,8.128905037580708e-15,True,1.1112954810697025e-10,True
