species,p_value,aic,bic,effect_size,max_prevalence,max_prev_group,min_prevalence,min_prev_group,n_samples,overall_prevalence,p_adjusted,sig_fdr,log10p,log10p_adjusted
s__Limnohabitans_sp_Rim47,1.9473735057827808e-11,163.29932222125774,-939.8791994315283,0.95,1.0,Lekunberri_2018_river_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.69377990430622,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__Methylorubrum_extorquens,1.9473735057828648e-11,172.2670759996627,-930.9114456531236,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.645933014354067,6.901004861118627e-11,True,10.710550742910684,10.161087666673664
s__Mycolicibacterium_SGB15729,1.9473735057829288e-11,172.26707599966255,-930.9114456531236,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.645933014354067,6.901004861118627e-11,True,10.71055074291067,10.161087666673664
s__Nitrosomonas_sp_PY1,2.1673437633875467e-12,130.3984182712544,-972.7801033815318,0.9609375,0.9609375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6842105263157895,6.901004861118627e-11,True,11.66407219956997,10.161087666673664
s__Bosea_sp_47_2_35,3.4390178630053443e-12,168.97406461973625,-934.20445703305,0.921875,0.921875,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6889952153110048,6.901004861118627e-11,True,11.46356556835231,10.161087666673664
s__Brachymonas_denitrificans,1.9473732922917622e-11,184.99756375271866,-918.1809579000675,0.7984375,0.8984375,Schulz_2017_wastewater,0.1,Rowe_2017_hospital_wastewater,209,0.6698564593301436,6.901004861118627e-11,True,10.710550790522511,10.161087666673664
s__Brevundimonas_mediterranea,1.9473735057828648e-11,163.29932222125794,-939.8791994315284,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6363636363636364,6.901004861118627e-11,True,10.710550742910684,10.161087666673664
s__Brucella_anthropi,1.947373505782731e-11,183.08459970982074,-920.0939219429654,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6794258373205742,6.901004861118627e-11,True,10.710550742910712,10.161087666673664
s__Campylobacter_jejuni,1.9473735057827808e-11,177.85211827217526,-925.3264033806108,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6555023923444976,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__Burkholderiales_unclassified_SGB103074,2.167336552546078e-12,128.31472808239653,-974.8637935703896,0.9109375,0.9609375,Schulz_2017_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.7272727272727273,6.901004861118627e-11,True,11.664073644487903,10.161087666673664
s__Candidatus_Fonsibacter_ubiquis,1.9473735057827808e-11,163.29932222125774,-939.8791994315283,0.95,1.0,Lekunberri_2018_river_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.69377990430622,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__Candidatus_Methylomirabilis_limnetica,1.9473735057828648e-11,163.29932222125794,-939.8791994315284,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6363636363636364,6.901004861118627e-11,True,10.710550742910684,10.161087666673664
s__Candidatus_Planktophila_sulfonica,1.9473735057827808e-11,163.29932222125774,-939.8791994315283,0.95,1.0,Lekunberri_2018_river_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.69377990430622,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__Candidatus_Methylopumilus_universalis,1.9473735057827808e-11,163.29932222125774,-939.8791994315283,0.95,1.0,Lekunberri_2018_river_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.69377990430622,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__Candidatus_Nanopelagicus_SGB64093,1.9473735057827808e-11,163.29932222125774,-939.8791994315283,0.95,1.0,Lekunberri_2018_river_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.69377990430622,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__Candidatus_Planktophila_limnetica,1.9473735057827808e-11,163.29932222125774,-939.8791994315283,0.95,1.0,Lekunberri_2018_river_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.69377990430622,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__Candidatus_Saccharimonas_aalborgensis,1.9473735057828438e-11,179.9348545508957,-923.2436671018905,0.8484375,0.8984375,Schulz_2017_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.6650717703349283,6.901004861118627e-11,True,10.710550742910687,10.161087666673664
s__Candidatus_Planktophila_vernalis,1.9473735057827808e-11,163.29932222125774,-939.8791994315283,0.95,1.0,Lekunberri_2018_river_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.69377990430622,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB34287_SGB47535,1.9473735057827808e-11,172.26707599966267,-930.9114456531236,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.645933014354067,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB33141_SGB71463,1.9473735057827808e-11,172.26707599966267,-930.9114456531236,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.645933014354067,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__Jeotgalibaca_porci,1.9473735057828648e-11,182.27917916779322,-920.899342484993,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6889952153110048,6.901004861118627e-11,True,10.710550742910684,10.161087666673664
s__GGB44369_SGB61784,2.167343763387138e-12,121.43066449284967,-981.7478571599365,0.9609375,0.9609375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6746411483253588,6.901004861118627e-11,True,11.664072199570052,10.161087666673664
s__GGB34383_SGB60872,1.9473735057827808e-11,163.29932222125774,-939.8791994315283,0.95,1.0,Lekunberri_2018_river_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.69377990430622,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB34754_SGB82226,1.9473735057827808e-11,163.29932222125774,-939.8791994315283,0.95,1.0,Lekunberri_2018_river_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.69377990430622,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB35308_SGB112402,1.9473735057826952e-11,181.2565780488083,-921.921943603978,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6650717703349283,6.901004861118627e-11,True,10.710550742910721,10.161087666673664
s__GGB35331_SGB62019,2.167336552546117e-12,154.56015917084824,-948.618362481938,0.6609375,0.9609375,Schulz_2017_wastewater,0.3,Rowe_2017_hospital_wastewater,209,0.7272727272727273,6.901004861118627e-11,True,11.664073644487896,10.161087666673664
s__GGB35775_SGB48092,1.9473735057826606e-11,182.88426503596645,-920.2942566168197,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6746411483253588,6.901004861118627e-11,True,10.710550742910728,10.161087666673664
s__GGB38373_SGB52357,1.9473735057827808e-11,163.29932222125774,-939.8791994315283,0.95,1.0,Lekunberri_2018_river_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.69377990430622,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB40324_SGB48413,1.9473735057828296e-11,182.2791791677933,-920.899342484993,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6698564593301436,6.901004861118627e-11,True,10.71055074291069,10.161087666673664
s__GGB40481_SGB57069,2.167336552546117e-12,138.06619682248737,-965.1123248302988,0.9109375,0.9609375,Schulz_2017_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.7033492822966507,6.901004861118627e-11,True,11.664073644487896,10.161087666673664
s__GGB41726_SGB58815,1.947373505783034e-11,175.37480942895064,-927.8037122238356,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6507177033492823,6.901004861118627e-11,True,10.710550742910645,10.161087666673664
s__GGB42928_SGB123144,1.9473735057826112e-11,182.88426503596645,-920.2942566168197,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6746411483253588,6.901004861118627e-11,True,10.710550742910739,10.161087666673664
s__GGB43230_SGB103465,1.33346560533527e-12,150.13387324725738,-953.0446484055288,0.8953125,0.9453125,Schulz_2017_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.69377990430622,6.901004861118627e-11,True,11.875018181778186,10.161087666673664
s__GGB42932_SGB60155,1.9473735057827808e-11,183.08459970982074,-920.0939219429654,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6794258373205742,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB43779_SGB93081,2.1673365525465106e-12,143.12890602431042,-960.0496156284757,0.8609375,0.9609375,Schulz_2017_wastewater,0.1,Rowe_2017_hospital_wastewater,209,0.7081339712918661,6.901004861118627e-11,True,11.664073644487816,10.161087666673664
s__GGB43987_SGB61359,1.947373505782632e-11,183.08459970982082,-920.0939219429654,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6794258373205742,6.901004861118627e-11,True,10.710550742910735,10.161087666673664
s__Gloeocapsopsis_crepidinum,1.9473735057828648e-11,163.29932222125794,-939.8791994315284,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6363636363636364,6.901004861118627e-11,True,10.710550742910684,10.161087666673664
s__GGB96995_SGB136899,1.9473735057828648e-11,183.0845997098208,-920.0939219429654,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6794258373205742,6.901004861118627e-11,True,10.710550742910684,10.161087666673664
s__GGB44403_SGB61822,2.167336552546117e-12,138.06619682248737,-965.1123248302988,0.9109375,0.9609375,Schulz_2017_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.7033492822966507,6.901004861118627e-11,True,11.664073644487896,10.161087666673664
s__GGB44498_SGB103071,1.498413354152939e-11,130.49055545143636,-972.6879662013498,0.9109375,0.9609375,Schulz_2017_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.6889952153110048,6.901004861118627e-11,True,10.82436836509819,10.161087666673664
s__GGB81705_SGB112953,1.947373505782914e-11,182.27917916779325,-920.899342484993,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6698564593301436,6.901004861118627e-11,True,10.710550742910671,10.161087666673664
s__GGB81701_SGB112896,1.9473735057826952e-11,181.2565780488083,-921.921943603978,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6650717703349283,6.901004861118627e-11,True,10.710550742910721,10.161087666673664
s__GGB82456_SGB114450,1.9473735057828296e-11,182.2791791677933,-920.899342484993,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6698564593301436,6.901004861118627e-11,True,10.71055074291069,10.161087666673664
s__GGB81705_SGB112955,1.947373505782964e-11,181.25657804880836,-921.9219436039779,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6650717703349283,6.901004861118627e-11,True,10.71055074291066,10.161087666673664
s__GGB69468_SGB93649,2.167343763387138e-12,121.43066449284967,-981.7478571599365,0.9609375,0.9609375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6746411483253588,6.901004861118627e-11,True,11.664072199570052,10.161087666673664
s__Erysipelothrix_anatis,1.9473735057828438e-11,181.25657804880836,-921.9219436039779,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6650717703349283,6.901004861118627e-11,True,10.710550742910687,10.161087666673664
s__Enorma_massiliensis,1.9473735057827663e-11,182.27917916779325,-920.899342484993,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6698564593301436,6.901004861118627e-11,True,10.710550742910705,10.161087666673664
s__Enterococcus_faecium,1.9473735057828648e-11,182.2791791677932,-920.899342484993,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6698564593301436,6.901004861118627e-11,True,10.710550742910684,10.161087666673664
s__Diaphorobacter_nitroreducens,1.9473735057827446e-11,182.88426503596645,-920.2942566168197,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6746411483253588,6.901004861118627e-11,True,10.71055074291071,10.161087666673664
s__Cutibacterium_acnes,1.0460659302643268e-11,175.3456734555777,-927.8328481972086,0.90625,0.90625,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6650717703349283,6.901004861118627e-11,True,10.980440942383048,10.161087666673664
s__Clostridium_sp_NSJ_42,5.83342079447177e-12,159.28270749638943,-943.8958141563969,0.9140625,0.9140625,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6507177033492823,6.901004861118627e-11,True,11.234076694558215,10.161087666673664
s__Lactobacillus_gasseri,1.9473735057827808e-11,175.37480942895056,-927.8037122238356,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6507177033492823,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB25207_SGB41980,1.9473735057827808e-11,183.08459970982068,-920.0939219429654,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6794258373205742,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB31540_SGB44875,1.9473735057826606e-11,182.88426503596645,-920.2942566168197,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6746411483253588,6.901004861118627e-11,True,10.710550742910728,10.161087666673664
s__GGB31685_SGB116318,1.9473735057829e-11,182.27917916779336,-920.899342484993,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6698564593301436,6.901004861118627e-11,True,10.710550742910675,10.161087666673664
s__GGB32215_SGB37143,1.9473735057827808e-11,183.08459970982068,-920.0939219429654,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6794258373205742,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB32489_SGB48813,1.9473735057827808e-11,163.29932222125774,-939.8791994315283,0.95,1.0,Lekunberri_2018_river_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.69377990430622,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB24856_SGB81948,1.9473735057827808e-11,163.29932222125774,-939.8791994315283,0.95,1.0,Lekunberri_2018_river_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.69377990430622,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB28494_SGB41084,1.947373505782632e-11,183.08459970982082,-920.0939219429654,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6794258373205742,6.901004861118627e-11,True,10.710550742910735,10.161087666673664
s__GGB28528_SGB41128,1.9473735057827808e-11,183.08459970982068,-920.0939219429654,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6794258373205742,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB75623_SGB102995,1.4984180278470048e-11,132.57424564029424,-970.604276012492,0.9609375,0.9609375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.69377990430622,6.901004861118627e-11,True,10.82436701049442,10.161087666673664
s__GGB74484_SGB51879,1.9473735057827808e-11,172.26707599966267,-930.9114456531236,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.645933014354067,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB75193_SGB103433,2.197603274309286e-12,160.9764936158473,-942.202028036939,0.8796875,0.9296875,Schulz_2017_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.6842105263157895,6.901004861118627e-11,True,11.658050706511869,10.161087666673664
s__GGB75253_SGB103519,5.833420794472021e-12,154.21999829456638,-948.95852335822,0.9140625,0.9140625,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.645933014354067,6.901004861118627e-11,True,11.234076694558198,10.161087666673664
s__GGB75286_SGB102868,2.167343763387138e-12,121.43066449284967,-981.7478571599365,0.9609375,0.9609375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6746411483253588,6.901004861118627e-11,True,11.664072199570052,10.161087666673664
s__GGB16996_SGB25597,1.9473735057826606e-11,172.26707599966267,-930.9114456531236,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.645933014354067,6.901004861118627e-11,True,10.710550742910728,10.161087666673664
s__Flavobacterium_supellecticarium,1.9473735057828648e-11,163.29932222125794,-939.8791994315284,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6363636363636364,6.901004861118627e-11,True,10.710550742910684,10.161087666673664
s__Flavobacterium_microcysteis,1.9473735057828648e-11,163.29932222125794,-939.8791994315284,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6363636363636364,6.901004861118627e-11,True,10.710550742910684,10.161087666673664
s__GGB46555_SGB64420,1.4301722461616673e-12,144.27567882279183,-958.9028428299944,0.903125,0.953125,Schulz_2017_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.6985645933014354,6.901004861118627e-11,True,11.8446116541065,10.161087666673664
s__GGB6301_SGB60981,1.9473735057828648e-11,163.29932222125794,-939.8791994315284,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6363636363636364,6.901004861118627e-11,True,10.710550742910684,10.161087666673664
s__GGB46504_SGB91066,5.5008419189018275e-12,114.80221187979714,-988.3763097729891,0.96875,0.96875,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6794258373205742,6.901004861118627e-11,True,11.259570835460176,10.161087666673664
s__GGB50122_SGB113622,1.9473735057827944e-11,177.85211827217532,-925.3264033806108,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6555023923444976,6.901004861118627e-11,True,10.710550742910698,10.161087666673664
s__GGB54104_SGB124825,1.9473735057828648e-11,163.29932222125794,-939.8791994315284,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6363636363636364,6.901004861118627e-11,True,10.710550742910684,10.161087666673664
s__GGB56321_SGB113200,1.947373505782914e-11,182.27917916779325,-920.899342484993,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6698564593301436,6.901004861118627e-11,True,10.710550742910671,10.161087666673664
s__GGB56398_SGB113691,1.9473735057828296e-11,182.2791791677933,-920.899342484993,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6698564593301436,6.901004861118627e-11,True,10.71055074291069,10.161087666673664
s__GGB6264_SGB8922,1.9473735057828648e-11,163.29932222125794,-939.8791994315284,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6363636363636364,6.901004861118627e-11,True,10.710550742910684,10.161087666673664
s__GGB46527_SGB64388,1.9473735057827808e-11,163.29932222125774,-939.8791994315283,0.95,1.0,Lekunberri_2018_river_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.69377990430622,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB46525_SGB64386,1.9473735057827808e-11,163.29932222125774,-939.8791994315283,0.95,1.0,Lekunberri_2018_river_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.69377990430622,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB27302_SGB39542,1.9473735057828648e-11,182.88426503596654,-920.2942566168197,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6746411483253588,6.901004861118627e-11,True,10.710550742910684,10.161087666673664
s__GGB27469_SGB39758,1.9473735057826606e-11,182.88426503596645,-920.2942566168197,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6746411483253588,6.901004861118627e-11,True,10.710550742910728,10.161087666673664
s__GGB27187_SGB39409,1.9473735057826606e-11,182.88426503596645,-920.2942566168197,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6746411483253588,6.901004861118627e-11,True,10.710550742910728,10.161087666673664
s__GGB47408_SGB102670,1.9473735057828438e-11,179.9348545508957,-923.2436671018905,0.8484375,0.8984375,Schulz_2017_wastewater,0.05,Rowe_2017_hospital_wastewater,209,0.6650717703349283,6.901004861118627e-11,True,10.710550742910687,10.161087666673664
s__GGB47282_SGB65238,1.947373505782815e-11,182.88426503596656,-920.2942566168197,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6842105263157895,6.901004861118627e-11,True,10.710550742910694,10.161087666673664
s__GGB46582_SGB64449,1.9473735057827663e-11,181.25657804880836,-921.9219436039779,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6650717703349283,6.901004861118627e-11,True,10.710550742910705,10.161087666673664
s__GGB25232_SGB37168,1.9473735057826606e-11,182.88426503596645,-920.2942566168197,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6746411483253588,6.901004861118627e-11,True,10.710550742910728,10.161087666673664
s__GGB25229_SGB37165,1.9473735057826606e-11,182.88426503596645,-920.2942566168197,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6746411483253588,6.901004861118627e-11,True,10.710550742910728,10.161087666673664
s__GGB25206_SGB37138,1.9473735057827808e-11,183.08459970982068,-920.0939219429654,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6794258373205742,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB25206_SGB41973,1.9473735057827808e-11,183.08459970982068,-920.0939219429654,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6794258373205742,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB25250_SGB37186,1.9473735057827808e-11,183.08459970982068,-920.0939219429654,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6794258373205742,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB24999_SGB36914,1.9473735057826606e-11,182.88426503596645,-920.2942566168197,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6746411483253588,6.901004861118627e-11,True,10.710550742910728,10.161087666673664
s__GGB25022_SGB36939,1.9473735057827944e-11,182.88426503596645,-920.2942566168197,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6746411483253588,6.901004861118627e-11,True,10.710550742910698,10.161087666673664
s__GGB30069_SGB42979,1.9473735057827808e-11,183.08459970982068,-920.0939219429654,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6794258373205742,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB28570_SGB41183,1.9473735057827808e-11,183.08459970982068,-920.0939219429654,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6794258373205742,6.901004861118627e-11,True,10.710550742910701,10.161087666673664
s__GGB28558_SGB41168,1.94737350578295e-11,182.27917916779325,-920.899342484993,0.8984375,0.8984375,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,209,0.6698564593301436,6.901004861118627e-11,True,10.710550742910664,10.161087666673664
