species,group1,group2,pair,mean1,mean2,effect_size,cohens_d,t_statistic,p_value_ttest,u_statistic,p_value_mwu,n1,n2,p_adjusted,significant,p_adjusted_ttest,significant_ttest
s__GGB45969_SGB63701,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,0.5150809158534985,-2.1800526438482977,-0.9981698508793199,-3.227184890452844,0.003919011646647953,20.0,5.273487332442199e-10,49,20,9.40616536360093e-08,True,0.008755347215788275,True
s__GGB75170_SGB103651,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,1.6125061372804599,-3.2774778652752588,-1.078739078670013,-3.4060947496592613,0.0027594830828075174,13.0,2.9129648154761864e-10,49,20,9.40616536360093e-08,True,0.006429645483178094,True
s__GGB75173_SGB103644,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,1.0839378501453125,-2.7489095781401116,-1.0139895897578186,-3.2221052527164584,0.004150435485467372,15.0,3.4542458835537976e-10,49,20,9.40616536360093e-08,True,0.008955222122086508,True
s__GGB40481_SGB57069,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,0.4288917401633219,-2.093863468158121,-1.077989213433037,-3.5323926864824244,0.001813702042315237,20.0,5.273487332442199e-10,49,20,9.40616536360093e-08,True,0.004394837953029023,True
s__GGB75380_SGB103363,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,1.046022714007652,-2.710994442002451,-1.0329561747998837,-3.289310862321443,0.003531740237608521,15.0,3.4542458835537976e-10,49,20,9.40616536360093e-08,True,0.007983591747646632,True
s__GGB26186_SGB38199,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,0.36768886330127065,-2.03266059129607,-1.1452025986903127,-3.801888822453923,0.0008882326747422032,20.0,5.273487332442199e-10,49,20,9.40616536360093e-08,True,0.0023074350834784855,True
s__GGB75195_SGB103438,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,0.1818401324117033,-1.8468118604065025,-1.4179094716106382,-5.067824002192669,1.8175523004719754e-05,20.0,5.273487332442199e-10,49,20,9.40616536360093e-08,True,6.249275888347273e-05,True
s__GGB24172_SGB35979,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,2.09052159859474,-3.755493326589539,-1.1563293555155827,-3.6398670381414555,0.001618526752746017,10.0,2.252945931248017e-10,49,20,9.40616536360093e-08,True,0.003968547518388664,True
s__GGB75253_SGB103519,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,1.0597078027343028,-2.7246795307291016,-0.890393991324087,-2.8104116443907015,0.01071628264660322,20.0,5.292564911610923e-10,49,20,9.40616536360093e-08,True,0.02023139954600476,True
s__Thermomonas_SGB62036,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,0.41961690781661865,-2.084588635811418,-1.087563645048949,-3.570032197709175,0.0016448020892737322,20.0,5.273487332442199e-10,49,20,9.40616536360093e-08,True,0.004025313375174176,True
s__GGB46504_SGB64365,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.5021210891705596,2.158997973997212,-3.6611190631677717,-1.0480372295977314,-3.3444865597124025,0.0030867716818607726,25.0,8.016513623389604e-10,49,20,1.377237040498334e-07,True,0.007095995204420349,True
s__Brevundimonas_mediterranea,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB56396_SGB113516,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Brucella_anthropi,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB25723_SGB59940,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Brucella_intermedia,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB24999_SGB36914,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Buchnera_aphidicola,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB25202_SGB41940,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Candidatus_Nanopelagicus_limnes,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Candidatus_Planktophila_lacus,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Ruoffia_tabacinasalis,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Staphylococcus_saccharolyticus,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Limnohabitans_sp_15K,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Stenotrophomonas_maltophilia,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Limnohabitans_sp_2KL_1,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB25454_SGB37409,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Bacteroides_propionicifaciens,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Methanosarcina_mazei,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB39817_SGB99175,Chu_2017_sludge,Rowe_2017_hospital_wastewater,Chu_2017_sludge vs Rowe_2017_hospital_wastewater,3.2484624365438264,-2.1992322627795353,5.447694699323362,1.6807902121095608,8.004521483974049,7.029019439151773e-11,939.0,2.9951898344725587e-09,49,20,2.1037417696541467e-07,True,3.7348006380812614e-09,True
s__GGB29169_SGB41900,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Polynucleobacter_cosmopolitanus,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB82428_SGB112052,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB56398_SGB113691,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Polynucleobacter_sp_AM_7D1,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB56323_SGB113184,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB41726_SGB58815,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Kandleria_vitulina,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB34383_SGB60872,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB26613_SGB38793,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB42932_SGB60155,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Candidatus_Planktophila_sulfonica,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Ensifer_sp_ENS09,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Campylobacter_jejuni,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB82167_SGB113512,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Candidatus_Planktophila_limnetica,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB47282_SGB65238,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB25022_SGB36939,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB28559_SGB41169,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Psychrobacter_fulvigenes,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Cutibacterium_acnes,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Polynucleobacter_sp_MWH_Jannik1A5,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB25232_SGB37168,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Qipengyuania_aerophila,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB25349_SGB37288,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Paracoccus_marcusii,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB23686_SGB82209,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Peptoniphilus_harei,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB35775_SGB48092,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB46334_SGB35380,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__Rhodoluna_limnophila,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB46527_SGB64388,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
s__GGB81705_SGB112955,Chu_2017_sludge,Schulz_2017_wastewater,Chu_2017_sludge vs Schulz_2017_wastewater,-1.664971727994799,-0.26936643101104846,-1.3956052969837507,-1.4732694679057934,-6.325241393601766,2.818461243551947e-08,57.0,1.0571771795506868e-08,49,20,2.1037417696541467e-07,True,2.1489423715340397e-07,True
