species,p_value,aic,bic,effect_size,max_prevalence,max_prev_group,min_prevalence,min_prev_group,n_samples,overall_prevalence,p_adjusted,sig_fdr,log10p,log10p_adjusted
s__Leuconostoc_citreum,3.318313732980165e-05,85.54558563601144,-370.12110449759075,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.6138613861386139,0.0009918742740002515,True,4.479082555604963,3.0035433737816564
s__Trichococcus_shcherbakoviae,2.787392539325419e-05,80.07552760540818,-375.59116252819393,0.9166666666666666,1.0,Schulz_2017_wastewater,0.08333333333333333,Lekunberri_2018_river_wastewater,101,0.6039603960396039,0.0009918742740002515,True,4.554801866716013,3.0035433737816564
s__Acinetobacter_sp_ANC_4805,3.318313732980135e-05,94.24050823414476,-361.4261818994574,0.8,1.0,Schulz_2017_wastewater,0.2,Rowe_2017_hospital_wastewater,101,0.6831683168316832,0.0009918742740002515,True,4.4790825556049665,3.0035433737816564
s__GGB4962_SGB6925,4.6529237150688255e-05,100.13216508718828,-355.5345250464139,0.85,0.95,Schulz_2017_wastewater,0.1,Rowe_2017_hospital_wastewater,101,0.6336633663366337,0.001330736182509684,True,4.332274067689437,2.8759080345603945
s__Fluviibacter_phosphoraccumulans,5.25485284108724e-05,70.33193119957238,-385.33475893402976,0.65,1.0,Lekunberri_2018_river_wastewater,0.35,Rowe_2017_hospital_wastewater,101,0.8118811881188119,0.0014089574180165163,True,4.279439441614549,2.8511021320857504
s__GGB65286_SGB88265,5.2548528410871807e-05,70.33193119957241,-385.33475893402976,1.0,1.0,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.693069306930693,0.0014089574180165163,True,4.279439441614555,2.8511021320857504
s__Polymorphobacter_arshaanensis,5.451595604846089e-05,79.46106760022516,-376.205622533377,0.85,1.0,Lekunberri_2018_river_wastewater,0.15,Rowe_2017_hospital_wastewater,101,0.7128712871287128,0.001417414857259983,True,4.263476367271996,2.848503019301178
s__GGB2275_SGB136518,6.178919105198134e-05,95.48058205700542,-360.1861080765967,0.8,1.0,Schulz_2017_wastewater,0.2,Rowe_2017_hospital_wastewater,101,0.6534653465346535,0.0015147178835028569,True,4.209087490559178,2.8196682470607484
s__Prevotella_oryzae,6.17891910519808e-05,95.0289153427822,-360.63777479082,0.75,0.95,Schulz_2017_wastewater,0.2,Rowe_2017_hospital_wastewater,101,0.7128712871287128,0.0015147178835028569,True,4.209087490559182,2.8196682470607484
s__Arcobacter_venerupis,7.570650574786322e-05,85.64027102529528,-370.02641910830687,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5643564356435643,0.001709373208728079,True,4.120866798320336,2.7671631070884386
s__GGB24645_SGB36508,7.570650574786364e-05,77.69966129138822,-377.96702884221395,1.0,1.0,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5742574257425742,0.001709373208728079,True,4.120866798320334,2.7671631070884386
s__GGB46168_SGB63936,7.570650574786284e-05,77.69966129138822,-377.96702884221395,1.0,1.0,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5742574257425742,0.001709373208728079,True,4.120866798320338,2.7671631070884386
s__Candidatus_Syntrophosphaera_thermopropionivorans,9.388933792887941e-05,81.60470586796993,-374.0619842656322,1.0,1.0,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5841584158415841,0.0018734198126274556,True,4.027383723405475,2.727364891136345
s__Flavobacterium_aquatile,9.388933792887791e-05,96.42937919142389,-359.2373109421783,0.7999999999999999,0.95,Schulz_2017_wastewater,0.15,Rowe_2017_hospital_wastewater,101,0.6831683168316832,0.0018734198126274556,True,4.027383723405482,2.727364891136345
s__Pseudomonas_veronii,9.388933792887985e-05,89.545315601877,-366.1213745317252,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5742574257425742,0.0018734198126274556,True,4.027383723405473,2.727364891136345
s__Pantoea_agglomerans,9.388933792888181e-05,89.54531560187701,-366.1213745317252,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5742574257425742,0.0018734198126274556,True,4.027383723405464,2.727364891136345
s__GGB25734_SGB37713,9.388933792887985e-05,89.54531560187698,-366.12137453172517,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5742574257425742,0.0018734198126274556,True,4.027383723405473,2.727364891136345
s__Bacteroides_luti,0.00012033537457087489,87.57434835464896,-368.09234177895326,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5544554455445545,0.0019480707807889414,True,3.9196066858554306,2.7103952676075007
s__GGB54796_SGB76023,0.00012033537457087866,87.57434835464898,-368.0923417789532,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5544554455445545,0.0019480707807889414,True,3.9196066858554173,2.7103952676075007
s__Flavobacterium_sp_9R,0.00010528690176902959,90.72479708941856,-364.9418930441836,0.65,1.0,Schulz_2017_wastewater,0.35,Rowe_2017_hospital_wastewater,101,0.7425742574257426,0.0019480707807889414,True,3.9776256539166703,2.7103952676075007
s__GGB24669_SGB36543,0.00011180213433946803,82.56880102951308,-373.09788910408906,1.0,1.0,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.6039603960396039,0.0019480707807889414,True,3.9515499055461456,2.7103952676075007
s__Candidatus_Bipolaricaulis_anaerobius,0.00012033537457087618,87.57434835464898,-368.0923417789532,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5544554455445545,0.0019480707807889414,True,3.919606685855426,2.7103952676075007
s__Bacteroides_stercoris,0.00010256553435112767,86.53042075592941,-369.13626937767276,0.8333333333333334,1.0,Schulz_2017_wastewater,0.16666666666666666,Lekunberri_2018_river_wastewater,101,0.7227722772277227,0.0019480707807889414,True,3.9889985530231122,2.7103952676075007
s__Ruminococcus_bromii,0.00010256553435112898,81.4982739921382,-374.1684161414639,0.8333333333333334,1.0,Schulz_2017_wastewater,0.16666666666666666,Lekunberri_2018_river_wastewater,101,0.7821782178217822,0.0019480707807889414,True,3.988998553023107,2.7103952676075007
s__Lactococcus_chungangensis,0.00012033537457087434,87.57434835464898,-368.0923417789532,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5544554455445545,0.0019480707807889414,True,3.919606685855433,2.7103952676075007
s__Rivicola_pingtungensis,0.00011180213433946717,107.14494309305786,-348.5217470405443,0.75,0.95,Schulz_2017_wastewater,0.2,Rowe_2017_hospital_wastewater,101,0.6534653465346535,0.0019480707807889414,True,3.9515499055461487,2.7103952676075007
s__Kluyvera_ascorbata,0.00012033537457087313,104.2098806842867,-351.4568094493155,0.85,0.95,Schulz_2017_wastewater,0.1,Rowe_2017_hospital_wastewater,101,0.6138613861386139,0.0019480707807889414,True,3.9196066858554373,2.7103952676075007
s__Flavobacterium_celericrescens,0.00015766125257886312,91.47939293123068,-364.1872972023715,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5643564356435643,0.00229276872394352,True,3.802275027399372,2.6396397511928007
s__Leclercia_adecarboxylata,0.00015766125257886344,91.47939293123068,-364.1872972023715,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5643564356435643,0.00229276872394352,True,3.802275027399371,2.6396397511928007
s__Mycobacterium_sp_YC_RL4,0.00015766125257886675,91.47939293123065,-364.1872972023715,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5643564356435643,0.00229276872394352,True,3.8022750273993617,2.6396397511928007
s__Aliarcobacter_cibarius,0.0001576612525788608,108.1149252608684,-347.55176487273377,0.7999999999999999,0.95,Schulz_2017_wastewater,0.15,Rowe_2017_hospital_wastewater,101,0.6237623762376238,0.00229276872394352,True,3.802275027399378,2.6396397511928007
s__Ferribacterium_limneticum,0.0001576612525788608,102.29286194022104,-353.37382819338114,0.7999999999999999,0.95,Schulz_2017_wastewater,0.15,Rowe_2017_hospital_wastewater,101,0.6633663366336634,0.00229276872394352,True,3.802275027399378,2.6396397511928007
s__Zoogloea_sp_1C4,0.00015766125257885987,83.5387831973236,-372.1279069362786,1.0,1.0,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5742574257425742,0.00229276872394352,True,3.802275027399381,2.6396397511928007
s__Lelliottia_amnigena,0.000187254514564099,89.3082961811699,-366.35839395243227,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5445544554455446,0.0023627113749412026,True,3.727567702992227,2.626589327849745
s__Bacteroides_xylanisolvens,0.00017905221599841034,98.09438104723478,-357.57230908636734,0.7833333333333333,0.95,Schulz_2017_wastewater,0.16666666666666666,Lekunberri_2018_river_wastewater,101,0.7128712871287128,0.0023627113749412026,True,3.747020299673435,2.626589327849745
s__Megasphaera_paucivorans,0.0001872545145641032,89.30829618116991,-366.35839395243227,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5445544554455446,0.0023627113749412026,True,3.7275677029922174,2.626589327849745
s__GGB6608_SGB9342,0.00018725451456410463,89.30829618116991,-366.35839395243227,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5445544554455446,0.0023627113749412026,True,3.7275677029922143,2.626589327849745
s__Thiothrix_unzii,0.0001872545145640998,98.00321877930321,-357.6634713542989,0.9,1.0,Schulz_2017_wastewater,0.1,Rowe_2017_hospital_wastewater,101,0.6138613861386139,0.0023627113749412026,True,3.7275677029922254,2.626589327849745
s__Empedobacter_falsenii,0.00018725451456408075,102.80433964822033,-352.8623504853818,0.85,0.95,Schulz_2017_wastewater,0.1,Rowe_2017_hospital_wastewater,101,0.5742574257425742,0.0023627113749412026,True,3.7275677029922694,2.626589327849745
s__Cloacibacterium_rupense,0.0001872545145640981,89.3082961811699,-366.35839395243227,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5445544554455446,0.0023627113749412026,True,3.7275677029922294,2.626589327849745
s__Flavobacterium_bernardetii,0.00018725451456410037,89.30829618116991,-366.35839395243227,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5445544554455446,0.0023627113749412026,True,3.727567702992224,2.626589327849745
s__Pseudomonas_farsensis,0.0001872545145640998,89.30829618116991,-366.35839395243227,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5445544554455446,0.0023627113749412026,True,3.7275677029922254,2.626589327849745
s__GGB45669_SGB63385,0.0002858288874680265,82.9093699857674,-372.7573201478347,1.0,1.0,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5445544554455446,0.0029547130776816106,True,3.5438938810944856,2.5294846856218416
s__Solidesulfovibrio_aerotolerans,0.00028582888746802167,107.4855120493122,-348.18117808428997,0.85,0.95,Schulz_2017_wastewater,0.1,Rowe_2017_hospital_wastewater,101,0.594059405940594,0.0029547130776816106,True,3.5438938810944927,2.5294846856218416
s__GGB23787_SGB63754,0.00028582888746802573,82.90936998576737,-372.7573201478348,1.0,1.0,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5445544554455446,0.0029547130776816106,True,3.5438938810944864,2.5294846856218416
s__GGB47559_SGB65524,0.00028582888746803457,90.84997971967445,-364.8167104139277,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5346534653465347,0.0029547130776816106,True,3.543893881094473,2.5294846856218416
s__GGB42087_SGB59228,0.00028582888746802974,90.84997971967445,-364.8167104139277,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5346534653465347,0.0029547130776816106,True,3.5438938810944802,2.5294846856218416
s__GGB41707_SGB58791,0.0002858288874680242,107.4855120493122,-348.18117808428997,0.85,0.95,Schulz_2017_wastewater,0.1,Rowe_2017_hospital_wastewater,101,0.594059405940594,0.0029547130776816106,True,3.5438938810944887,2.5294846856218416
s__beta_proteobacterium_CB,0.00028582888746803137,90.84997971967437,-364.8167104139277,0.9,1.0,Lekunberri_2018_river_wastewater,0.1,Rowe_2017_hospital_wastewater,101,0.6534653465346535,0.0029547130776816106,True,3.543893881094478,2.5294846856218416
s__Flavobacterium_proteolyticum,0.0002585876967736577,93.2133407577516,-362.45334937585056,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5544554455445545,0.0029547130776816106,True,3.5873921420635884,2.5294846856218416
s__Arcobacter_aquimarinus,0.0002585876967736577,93.21334075775161,-362.45334937585056,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5544554455445545,0.0029547130776816106,True,3.5873921420635884,2.5294846856218416
s__GGB15004_SGB62020,0.0002858288874680283,89.79343357771694,-365.8732565558852,0.9166666666666666,1.0,Schulz_2017_wastewater,0.08333333333333333,Lekunberri_2018_river_wastewater,101,0.5544554455445545,0.0029547130776816106,True,3.5438938810944824,2.5294846856218416
s__GGB35206_SGB49924,0.00028582888746802974,82.9093699857674,-372.7573201478347,1.0,1.0,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5445544554455446,0.0029547130776816106,True,3.5438938810944802,2.5294846856218416
s__GGB26125_SGB38137,0.00028582888746800974,104.34602318672492,-351.3206669468773,0.85,0.95,Schulz_2017_wastewater,0.1,Rowe_2017_hospital_wastewater,101,0.5643564356435643,0.0029547130776816106,True,3.543893881094511,2.5294846856218416
s__Yersinia_intermedia,0.0002858288874680283,90.84997971967448,-364.8167104139277,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5346534653465347,0.0029547130776816106,True,3.5438938810944824,2.5294846856218416
s__Pelobacter_propionicus,0.0002858288874680265,90.84997971967448,-364.8167104139277,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5346534653465347,0.0029547130776816106,True,3.5438938810944856,2.5294846856218416
s__Flavobacterium_sasangense,0.0002507370737362855,98.32408942517091,-357.34260070843123,0.7,1.0,Schulz_2017_wastewater,0.3,Rowe_2017_hospital_wastewater,101,0.693069306930693,0.0029547130776816106,True,3.6007814469404646,2.5294846856218416
s__Tessaracoccus_sp_MC1627,0.0002911874558328416,85.04610987273787,-370.62058026086424,1.0,1.0,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.6138613861386139,0.0029742718702925964,True,3.535827338081255,2.526619336294431
s__GGB26696_SGB38877,0.00033692308667151777,94.58712636051854,-361.07956377308363,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5742574257425742,0.003400941274872497,True,3.472469229236979,2.468400867102566
s__GGB24759_SGB36651,0.00041497135023776455,94.75502429625615,-360.91166583734605,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5445544554455446,0.003792361698694605,True,3.3819818860906827,2.4210902482706897
s__GGB26731_SGB83492,0.0004287401920435579,84.26535667713424,-371.4013334564679,1.0,1.0,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5346534653465347,0.003792361698694605,True,3.367805801853155,2.4210902482706897
s__Parabacteroides_merdae,0.0003907961116575136,92.63601109993618,-363.03067903366593,0.75,1.0,Schulz_2017_wastewater,0.25,Lekunberri_2018_river_wastewater,101,0.7425742574257426,0.003792361698694605,True,3.408049766074264,2.4210902482706897
s__Simplicispira_SGB61893,0.00041497135023777453,103.44994689438948,-352.21674323921263,0.85,1.0,Schulz_2017_wastewater,0.15,Rowe_2017_hospital_wastewater,101,0.6138613861386139,0.003792361698694605,True,3.381981886090672,2.4210902482706897
s__GGB58408_SGB80063,0.00042874019204354767,108.84149874067906,-346.8251913929231,0.85,0.95,Schulz_2017_wastewater,0.1,Rowe_2017_hospital_wastewater,101,0.5841584158415841,0.003792361698694605,True,3.3678058018531654,2.4210902482706897
s__Bacteroidaceae_bacterium,0.00041497135023777144,94.75502429625617,-360.911665837346,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5445544554455446,0.003792361698694605,True,3.381981886090675,2.4210902482706897
s__Nitrosomonas_oligotropha,0.0004287401920435579,100.90088900917465,-354.76580112442747,0.9,1.0,Schulz_2017_wastewater,0.1,Rowe_2017_hospital_wastewater,101,0.594059405940594,0.003792361698694605,True,3.367805801853155,2.4210902482706897
s__GGB73886_SGB39359,0.0004287401920435607,92.20596641104132,-363.46072372256083,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5247524752475248,0.003792361698694605,True,3.3678058018531525,2.4210902482706897
s__GGB69498_SGB93685,0.0004287401920435567,84.26535667713426,-371.4013334564679,0.9,1.0,Lekunberri_2018_river_wastewater,0.1,Rowe_2017_hospital_wastewater,101,0.6534653465346535,0.003792361698694605,True,3.3678058018531565,2.4210902482706897
s__GGB27278_SGB39510,0.000428740192043562,92.20596641104133,-363.46072372256083,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5247524752475248,0.003792361698694605,True,3.367805801853151,2.4210902482706897
s__Kaistella_chaponensis,0.0004287401920435626,92.20596641104135,-363.46072372256083,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5247524752475248,0.003792361698694605,True,3.3678058018531503,2.4210902482706897
s__Desulfovibrio_cuneatus,0.00042874019204354675,108.84149874067906,-346.8251913929231,0.85,0.95,Schulz_2017_wastewater,0.1,Rowe_2017_hospital_wastewater,101,0.5841584158415841,0.003792361698694605,True,3.3678058018531662,2.4210902482706897
s__Sulfurospirillum_sp_UCH001,0.0005123577201504799,111.76589020402741,-343.90079992957476,0.7,0.95,Schulz_2017_wastewater,0.25,Rowe_2017_hospital_wastewater,101,0.6534653465346535,0.004440433574637492,True,3.2904267155060696,2.352574622254914
s__Bacteroidales_bacterium_CF,0.0005123577201504501,95.13035787438969,-360.5363322592125,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.594059405940594,0.004440433574637492,True,3.290426715506095,2.352574622254914
s__GGB4651_SGB6438,0.0005626697934862558,96.3210741870395,-359.3456159465627,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5643564356435643,0.004779907750606015,True,3.2497463989998363,2.3205804849337732
s__Dysgonamonadaceae_bacterium,0.0005626697934862515,96.32107418703949,-359.3456159465627,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5643564356435643,0.004779907750606015,True,3.2497463989998394,2.3205804849337732
s__GGB55003_SGB76235,0.000632995739742256,93.3817279257942,-362.284962207808,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5148514851485149,0.0049554493944866575,True,3.1985992129094316,2.304916954559973
s__Thermomonas_carbonis,0.0006526407710687499,103.44674129139321,-352.21994884220896,0.85,1.0,Schulz_2017_wastewater,0.15,Rowe_2017_hospital_wastewater,101,0.5841584158415841,0.0049554493944866575,True,3.185325798925262,2.304916954559973
s__Rhodoferax_sp_U2_2l,0.0006526407710687404,88.17040125371597,-367.49628887988615,1.0,1.0,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5445544554455446,0.0049554493944866575,True,3.185325798925269,2.304916954559973
s__GGB67319_SGB91067,0.0006526407710687404,88.17040125371597,-367.49628887988615,1.0,1.0,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5445544554455446,0.0049554493944866575,True,3.185325798925269,2.304916954559973
s__Pseudomonas_simiae,0.0006329957397422602,93.38172792579417,-362.284962207808,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5148514851485149,0.0049554493944866575,True,3.1985992129094285,2.304916954559973
s__Aquella_oligotrophica,0.0006329957397422602,110.01726025543195,-345.6494298781703,0.85,0.95,Schulz_2017_wastewater,0.1,Rowe_2017_hospital_wastewater,101,0.5742574257425742,0.0049554493944866575,True,3.1985992129094285,2.304916954559973
s__Candidatus_Velamenicoccus_archaeovorus,0.0006329957397422471,93.3817279257942,-362.284962207808,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5148514851485149,0.0049554493944866575,True,3.198599212909438,2.304916954559973
s__Arenimonas_maotaiensis,0.0006329957397422517,93.38172792579417,-362.284962207808,0.95,0.95,Schulz_2017_wastewater,0.0,Lekunberri_2018_river_wastewater,101,0.5148514851485149,0.0049554493944866575,True,3.1985992129094343,2.304916954559973
