species,p_value,f_statistic,p_value_kw,kw_statistic,effect_size,n_samples,r_squared,p_adjusted,sig_fdr,p_adjusted_kw,sig_fdr_kw,log10p,log10p_adjusted,p_adjusted_bonf,sig_bonf
s__Polynucleobacter_sp_AP_Ainpum_60_G11,4.353890020212578e-51,335.92321480802906,2.0107188676831326e-13,62.18010251630945,12.520037424844665,101,0.9121988909728184,3.399992297602368e-49,True,2.977943978172088e-12,True,50.361122545487405,48.46852206681439,3.7399915273626046e-48,True
s__Polynucleobacter_sp_AM_26B4,8.885300472046842e-51,330.54137894232025,2.0107188676831326e-13,62.18010251630945,12.33815958364381,101,0.9108967028025594,6.3603942545735315e-49,True,2.977943978172088e-12,True,50.0513278811794,48.196515963395775,7.632473105488237e-48,True
s__Polynucleobacter_cosmopolitanus,3.4345718931183633e-50,320.55503332148686,2.0107188676831326e-13,62.18010251630945,12.077903883411622,101,0.908375179267498,2.2694594278374417e-48,True,2.977943978172088e-12,True,49.464127388456916,47.64407757693251,2.950297256188674e-47,True
s__GGB24856_SGB81948,4.348726053013131e-50,318.8403806192284,2.0107188676831326e-13,62.18010251630945,12.277645879999286,101,0.9079278088060398,2.6682540568130567e-48,True,2.977943978172088e-12,True,49.361637949752925,47.57377282159992,3.7355556795382795e-47,True
s__Candidatus_Fonsibacter_ubiquis,9.587950016233662e-50,313.156304585595,2.0107188676831326e-13,62.18010251630945,12.087954114856805,101,0.90641301566063,5.490699375963144e-48,True,2.977943978172088e-12,True,49.018274238690374,47.260372333914816,8.236049063944715e-47,True
s__GGB46527_SGB64388,2.0485551439263975e-49,307.7845691878812,2.0107188676831326e-13,62.18010251630945,11.884400416183512,101,0.9049349267014353,1.0998180428954846e-47,True,2.977943978172088e-12,True,48.68855234101979,46.95867915984447,1.7597088686327754e-46,True
s__Candidatus_Planktophila_vernalis,2.4640294451433268e-49,306.49066553792915,2.0107188676831326e-13,62.18010251630945,12.111613443704567,101,0.9045718914803951,1.2450595843400692e-47,True,2.977943978172088e-12,True,48.60835410665905,46.90480986420608,2.1166012933781178e-46,True
s__Limnohabitans_sp_2KL_27,4.7559130845091695e-49,301.92283900004685,2.0107188676831326e-13,62.18010251630945,11.77701254831434,101,0.9032678047270741,2.269627410885209e-47,True,2.977943978172088e-12,True,48.32276609082016,46.64404543209223,4.085329339593376e-46,True
s__Bradyrhizobium_SGB11337,3.8989316410794927e-48,287.71764839366693,2.0107188676831326e-13,62.18010251630945,10.290727162148526,101,0.898974428514913,1.7627275156248864e-46,True,2.977943978172088e-12,True,47.409054379113684,45.75381481623527,3.349182279687284e-45,True
s__GGB34754_SGB82226,1.267879747705417e-47,280.02104304405066,2.0107188676831326e-13,62.18010251630945,11.882484956658237,101,0.8964850958442521,5.445543516394766e-46,True,2.977943978172088e-12,True,46.896921935243356,45.26395876707609,1.0891087032789533e-44,True
s__Polynucleobacter_sp_MWH_Jannik1A5,1.489414015659303e-47,278.9844320606322,2.0107188676831326e-13,62.18010251630945,11.70813244604214,101,0.8961404168746483,6.09241256881591e-46,True,2.977943978172088e-12,True,46.82698456368262,45.215210694585295,1.2794066394513414e-44,True
s__GGB25723_SGB106723,8.697884547511412e-47,267.8475429319035,2.0107188676831326e-13,62.18010251630945,11.567999877387589,101,0.8922871645402091,3.396128557414683e-45,True,2.977943978172088e-12,True,46.06058636129605,44.46901587828702,7.471482826312303e-44,True
s__Polynucleobacter_asymbioticus,3.3401483763074177e-46,259.6241551933512,2.0107188676831326e-13,62.18010251630945,11.0715534026435,101,0.8892532830841292,1.2474728066295964e-44,True,2.977943978172088e-12,True,45.47623424049973,43.90396891268608,2.8691874552480716e-43,True
s__Limnohabitans_sp_Hippo3,6.418199462811986e-46,255.71397018770062,2.0107188676831326e-13,62.18010251630945,11.075598250187118,101,0.8877499183707087,2.297180557731457e-44,True,2.977943978172088e-12,True,45.19258679016159,43.63880486804196,5.513233338555496e-43,True
s__GGB26951_SGB39152,7.046052506855783e-45,241.81233455741577,2.0107188676831326e-13,62.18010251630945,10.737864215552605,101,0.8820578359596088,2.421023641355647e-43,True,2.977943978172088e-12,True,44.15205412480042,42.61600096964122,6.052559103389117e-42,True
s__Candidatus_Planktophila_limnetica,7.809071301535021e-45,241.2309865465614,2.0107188676831326e-13,62.18010251630945,11.039370621308944,101,0.8818071985866838,2.579997018468686e-43,True,2.977943978172088e-12,True,44.10740061178221,42.588380795921786,6.707992248018583e-42,True
s__GGB34383_SGB60872,1.003696797190566e-44,239.81702953350532,2.0107188676831326e-13,62.18010251630945,11.305816834867311,101,0.8811931279725913,3.19324277328406e-43,True,2.977943978172088e-12,True,43.99839746168729,42.49576806201503,8.621755487866962e-42,True
s__Aquirufa_lenticrescens,1.1549220345824215e-44,239.02958553977308,2.0107188676831326e-13,62.18010251630945,10.61394401630665,101,0.880848372844733,3.5431358132367863e-43,True,2.977943978172088e-12,True,43.93744733273591,42.45061220024689,9.920780277063001e-42,True
s__GGB32489_SGB48813,1.845772160756371e-44,236.41530912858818,2.0107188676831326e-13,62.18010251630945,11.002251354046878,101,0.879689314754717,5.4673044347921475e-43,True,2.977943978172088e-12,True,43.73382190863681,42.26222674270452,1.5855182860897229e-41,True
s__GGB25723_SGB84803,1.9607860834800724e-44,236.08010229530188,2.0107188676831326e-13,62.18010251630945,10.960702261500066,101,0.8795390653317807,5.614384152364607e-43,True,2.977943978172088e-12,True,43.707569784114845,42.25069787500326,1.6843152457093822e-41,True
s__Candidatus_Nanopelagicus_SGB64093,2.4429801043644457e-44,234.8643348507625,2.0107188676831326e-13,62.18010251630945,10.939331264378309,101,0.8789909599396052,6.7694190633840605e-43,True,2.977943978172088e-12,True,43.612080069907414,42.169448599910446,2.098519909649059e-41,True
s__GGB32349_SGB82186,2.677649383564701e-44,234.35880093874516,2.0107188676831326e-13,62.18010251630945,10.772626924801829,101,0.8787615786960294,7.187815064006494e-43,True,2.977943978172088e-12,True,43.57224629093566,42.14340310542432,2.300100820482078e-41,True
s__Sphingorhabdus_rigui,1.1322247295260785e-43,226.53625043389968,4.2265726234735976e-13,60.67049042356923,13.819862194124727,101,0.8750979823013645,2.9472152807966705e-42,True,6.15360319248105e-12,True,42.9460673636897,41.530588139736345,9.725810426629013e-41,True
s__GGB38373_SGB52357,1.4772705652159167e-43,225.11825581011567,2.0107188676831326e-13,62.18010251630945,10.77510409024695,101,0.8744100456287431,3.7322806338837423e-42,True,2.977943978172088e-12,True,42.830539955453816,41.428025708664826,1.2689754155204725e-40,True
s__Candidatus_Planktophila_lacus,1.857714006397303e-43,223.90297098085384,2.0107188676831326e-13,62.18010251630945,10.725155722344569,101,0.8738143940224511,4.5593609471293813e-42,True,2.977943978172088e-12,True,42.7310211444886,41.34109602500764,1.5957763314952835e-40,True
s__Limnohabitans_sp_MMS_10A_178,1.2996204356012093e-42,213.81412915608018,2.0107188676831326e-13,62.18010251630945,10.169130765996904,101,0.8686424267537434,3.1010387616151076e-41,True,2.977943978172088e-12,True,41.886183468303464,40.508492805239506,1.1163739541814387e-39,True
s__GGB46526_SGB78238,1.6322849413470933e-42,212.6583990410985,2.0107188676831326e-13,62.18010251630945,10.300157511328234,101,0.8680227572581232,3.7895480124787926e-41,True,2.977943978172088e-12,True,41.78720402594187,40.421412586177624,1.4021327646171532e-39,True
s__GGB16269_SGB62104,3.646918092771136e-42,208.62487547309559,2.0107188676831326e-13,62.18010251630945,10.354950386045855,101,0.8658135222141033,8.243954320237909e-41,True,2.977943978172088e-12,True,41.4380739905269,40.08386442331247,3.1327026416904056e-39,True
s__GGB46331_SGB64109,2.0024070823723955e-41,200.29755006510047,2.0107188676831326e-13,62.18010251630945,10.435891476131328,101,0.8610101425013502,4.4104299583535585e-40,True,2.977943978172088e-12,True,40.698447627328214,39.35551907052347,1.7200676837578877e-38,True
s__GGB25672_SGB61746,3.9422720210209333e-41,197.06568448048063,2.0107188676831326e-13,62.18010251630945,9.909343397779683,101,0.8590519975130152,8.466029165142454e-40,True,2.977943978172088e-12,True,40.40425341223505,39.072320239731766,3.3864116660569815e-38,True
s__GGB46797_SGB64687,7.910860017110329e-41,193.7895457720318,6.513549236301443e-13,59.79137027597625,12.463340853447788,101,0.8570098989484953,1.6574216474872616e-39,True,8.88117268886181e-12,True,40.101776300271936,38.780566993160434,6.795428754697772e-38,True
s__Limnohabitans_sp_Bal53,8.930058171288883e-41,193.22429069355735,2.0107188676831326e-13,62.18010251630945,9.580682377224608,101,0.8566515608912488,1.8264095164612263e-39,True,2.977943978172088e-12,True,40.0491457120647,38.73840183863136,7.670919969137151e-38,True
s__GGB23686_SGB82209,2.5397955235582125e-40,188.40707249785646,2.0107188676831326e-13,62.18010251630945,9.75047390190048,101,0.8535232676972603,5.0736845458988475e-39,True,2.977943978172088e-12,True,39.59520124659462,38.29467653834296,2.1816843547365044e-37,True
s__actinobacterium_SCGC_AAA028_A23,3.566313897878279e-40,186.86484999056597,2.0107188676831326e-13,62.18010251630945,9.941740572753064,101,0.852492694770395,6.962417359721458e-39,True,2.977943978172088e-12,True,39.44778043398265,38.157239946637596,3.0634636382774416e-37,True
s__Rhodoluna_limnophila,1.1075012239877855e-38,171.84775323268846,2.0107188676831326e-13,62.18010251630945,9.462534820407507,101,0.8416438374526998,2.1140967809011283e-37,True,2.977943978172088e-12,True,37.95565578513121,36.67487513507532,9.513435514055077e-36,True
s__Polynucleobacter_sp_AM_7D1,1.287588926643787e-38,171.21324781658316,2.0107188676831326e-13,62.18010251630945,9.418790019447574,101,0.8411502018325765,2.404432365189159e-37,True,2.977943978172088e-12,True,37.89022276693375,36.61898743478408,1.106038887987013e-35,True
s__Actinomycetia_unclassified_SGB64102,1.78977480828435e-38,169.8332096960012,2.0107188676831326e-13,62.18010251630945,9.699396856174594,101,0.8400658543751143,3.2710990645026737e-37,True,2.977943978172088e-12,True,37.74720160906025,36.48530630316472,1.5374165603162566e-35,True
s__GGB26028_SGB38031,4.5435451148804855e-38,165.9795335006018,2.0107188676831326e-13,62.18010251630945,9.854139525878995,101,0.8369579652115618,8.131052611838202e-37,True,2.977943978172088e-12,True,37.34260515528696,36.08985322883131,3.902905253682337e-35,True
s__actinobacterium_SCGC_AAA027_J17,6.470210983601773e-37,155.39015806254582,2.0107188676831326e-13,62.18010251630945,9.608142208144313,101,0.8277608567105359,1.1342675989620251e-35,True,2.977943978172088e-12,True,36.189081557427116,34.94528447362439,5.557911234913923e-34,True
s__Limnohabitans_sp_15K,1.2187039476003144e-36,152.95025384721094,2.0107188676831326e-13,62.18010251630945,8.770375412330239,101,0.825492728064321,2.0937333819773403e-35,True,2.977943978172088e-12,True,35.91410178210854,34.67907862261332,1.0468666909886701e-33,True
s__GGB24238_SGB79248,1.4622060366880598e-36,152.25418254523137,2.0107188676831326e-13,62.18010251630945,8.923732796618815,101,0.8248346689133377,2.4628136970883204e-35,True,2.977943978172088e-12,True,35.834991427451946,34.60856843971864,1.2560349855150433e-33,True
s__Limnohabitans_sp_Rim28,2.9250797178539453e-36,149.62840219648845,2.0107188676831326e-13,62.18010251630945,8.818885312887113,101,0.8223069633888263,4.832006687762575e-35,True,2.977943978172088e-12,True,35.533862293495545,34.3158724732991,2.512643477636539e-33,True
s__Candidatus_Nanopelagicus_limnes,4.900182130710273e-36,147.6987258376486,2.0107188676831326e-13,62.18010251630945,8.915318411798857,101,0.8204023578787967,7.941993302415329e-35,True,2.977943978172088e-12,True,35.30978777774853,34.10007048351808,4.209256450280124e-33,True
s__Polynucleobacter_difficilis,8.354881917468388e-36,145.7246033817003,1.2873294798711007e-12,58.40614479715464,11.665662825547832,101,0.8184111647599285,1.3290451050195082e-34,True,1.6504716764317545e-11,True,35.07805968376631,33.87646027975804,7.176843567105345e-33,True
s__Limnohabitans_sp_Jir61,1.4100920178083658e-35,143.80912000214974,2.0107188676831326e-13,62.18010251630945,8.40640561357335,101,0.8164364540117375,2.202307351449793e-34,True,2.977943978172088e-12,True,34.85075254583933,33.65712207150233,1.2112690432973862e-32,True
s__Rhodoluna_lacicola,1.7577530628302182e-35,143.00874347181136,2.0107188676831326e-13,62.18010251630945,8.597227473559744,101,0.8155985492902258,2.696267644591353e-34,True,2.977943978172088e-12,True,34.755042136647276,33.56923699982224,1.5099098809711573e-32,True
s__GGB26186_SGB38199,3.792536734157929e-34,132.22367581685344,2.376280286647245e-14,66.51659589744565,8.955643396529362,101,0.8035128767816656,5.715419394108178e-33,True,2.977943978172088e-12,True,33.42107020398492,32.24295189582617,3.2577890546416612e-31,True
s__GGB23683_SGB35384,8.52035098224997e-34,129.4934288466089,2.0107188676831326e-13,62.18010251630945,9.026588614124881,101,0.8001978603676165,1.2618933609918488e-32,True,2.977943978172088e-12,True,33.06954251479729,31.898977344528983,7.318981493752724e-31,True
s__GGB26613_SGB38793,1.79234527571802e-33,127.02485134393858,2.0107188676831326e-13,62.18010251630945,9.03598003693807,101,0.7971027757450051,2.60953320651149e-32,True,2.977943978172088e-12,True,32.74657832453165,31.583437172342553,1.5396245918417793e-30,True
s__GGB46355_SGB64133,6.873032186447359e-32,115.45234903522065,2.8645062893536877e-12,56.779174670800344,7.915719404381923,101,0.781214710280938,9.839891080263803e-31,True,3.515158432221168e-11,True,31.16285162228274,30.00700970883514,5.903934648158281e-29,True
s__Limnohabitans_sp_2KL_1,7.51954861006971e-32,115.17789147829926,2.0107188676831326e-13,62.18010251630945,7.914587473447396,101,0.7808076410820801,1.0589003698442427e-30,True,2.977943978172088e-12,True,31.12380822882853,29.975144900008058,6.459292256049881e-29,True
s__Lacihabitans_sp_CS3_21,7.8387169501551944e-31,108.19795863029968,1.108334239211003e-12,58.71059826540124,9.250638979389205,101,0.769920756569287,1.0860415903521471e-29,True,1.46470632535731e-11,True,30.10575501729878,28.964153542965793,6.733457860183312e-28,True
s__GGB62611_SGB84818,8.826016453722236e-31,107.85361241806477,2.0107188676831326e-13,62.18010251630945,8.473375679733689,101,0.7693556046889561,1.2034203386900637e-29,True,2.977943978172088e-12,True,30.054235267263387,28.91958265288573,7.581548133747401e-28,True
s__Limnohabitans_sp_MMS_10A_160,2.750439828300594e-30,104.59656273179571,1.6201685727008183e-12,57.93844741997452,10.2692653542344,101,0.7638694378475658,3.691605957047203e-29,True,2.0466541234558868e-11,True,29.560597851722346,28.43278466187499,2.36262781251021e-27,True
s__Limnohabitans_curvus,1.373214305187303e-29,100.11722123214433,6.189008861655226e-13,59.895270270270245,9.265922229284705,101,0.7558837451499747,1.8147555202398357e-28,True,8.57477195509974e-12,True,28.86226168104621,27.741181873857823,1.1795910881558932e-26,True
s__GGB26028_SGB38032,1.9660952368529684e-29,99.13753833163021,6.189008861655226e-13,59.895270270270245,10.053339163182711,101,0.7540646614427975,2.5589027400859085e-28,True,8.57477195509974e-12,True,28.70639544894643,27.591946220657057,1.6888758084566997e-26,True
s__Limnohabitans_sp_T6_20,7.514363000180095e-29,95.54102051368449,1.2634388454723581e-12,58.44424090698719,9.404435570082265,101,0.7471476307750088,9.634086294260749e-28,True,1.6443848003950843e-11,True,28.124107829080025,27.01618946794961,6.454837817154701e-26,True
s__GGB46334_SGB35380,4.894799767784079e-27,84.95356362856708,1.7851455081026517e-11,53.05429021562022,8.877961505296636,101,0.7243227148908499,6.183283824303711e-26,True,1.7625747028277905e-10,True,26.3102650692388,25.20878081811379,4.2046330005265245e-24,True
s__GGB25723_SGB59940,1.600504808848884e-26,82.1123631527861,1.8861939748274317e-11,52.942127340218484,8.556836956115887,101,0.7174788189850818,1.9925125084075234e-25,True,1.841182527700868e-10,True,25.79574301664425,24.70059894355026,1.3748336308011912e-23,True
s__Limnohabitans_parvus,2.1505193504421413e-26,81.41469090506973,8.66274013015481e-12,54.526809488940025,12.66351608982482,101,0.7157459784482383,2.6389944600425705e-25,True,9.419359204813901e-11,True,25.66745664529662,24.578561521479635,1.8472961220297994e-23,True
s__GGB35558_SGB64496,4.768022177680071e-25,74.34580159141014,2.0183654389575923e-11,52.804157473800345,8.335892076736524,101,0.6969104281156498,5.768635282573494e-24,True,1.9264176800717463e-10,True,24.321661733212938,23.23892691810077,4.0957310506271805e-22,True
s__Sphingorhabdus_wooponensis,1.8846420733698496e-24,71.35204420341802,1.7851455081026517e-11,53.05429021562022,7.705832058616323,101,0.6881591782614405,2.2484826958676398e-23,True,1.7625747028277905e-10,True,23.724771117776697,22.648110450376723,1.6189075410247008e-21,True
s__Polynucleobacter_sp_31A_FELB,5.0475012378665244e-24,69.25763805345666,8.66274013015481e-12,54.526809488940025,12.440720912572125,101,0.6817302473639141,5.939456936064855e-23,True,9.419359204813901e-11,True,23.29692356587644,22.226253262165656,4.335803563327345e-21,True
s__Aquirufa_antheringensis,5.250316814536529e-24,69.17476496295473,9.764312588799805e-12,54.283079657771836,14.054295451439723,101,0.6814704060462563,6.094624518495782e-23,True,1.048443064222379e-10,True,23.27981448961239,22.215053045512125,4.510022143686878e-21,True
s__Polynucleobacter_necessarius,6.549828170501773e-24,68.71078911765436,3.3625596112423986e-12,56.45299394221811,8.240960643705828,101,0.6800077773052372,7.501736531281364e-23,True,4.068223529658057e-11,True,23.183770093226805,22.124838192787262,5.626302398461023e-21,True
s__alpha_proteobacterium_SCGC_AAA028_D10,1.0484401872040576e-23,67.73077435934661,2.7164119339112846e-12,56.88717975540643,10.400374214509691,101,0.6768738154080534,1.1850133168530071e-22,True,3.381736016275063e-11,True,22.97945634069523,21.92627676914478,9.006101208082854e-21,True
s__Aurantimicrobium_photophilum,1.5696547194202094e-23,66.8976415615595,1.3400381595827081e-11,53.63845526561045,10.857933034802974,101,0.674160882047351,1.7510823428337142e-22,True,1.3868587699777665e-10,True,22.804195869846886,21.756693431188125,1.3483334039819599e-20,True
s__GGB26809_SGB38996,5.634043360689816e-23,64.3044405499483,2.0183654389575923e-11,52.804157473800345,8.258118102562216,101,0.665417237648859,6.204670829272502e-22,True,1.9264176800717463e-10,True,22.249179814922865,21.207281253782103,4.839643246832552e-20,True
s__Limnohabitans_sp_2KL_51,1.0356201799420108e-21,58.645270854702,7.961436430164036e-13,59.38329101444866,7.4209716038224425,101,0.6446050846580749,1.1260730817344142e-20,True,1.0685740458610793e-11,True,20.984799495556523,19.94843342301572,8.895977345701873e-19,True
s__Polynucleobacter_sp_80A_SIGWE,5.752520539577728e-20,51.37218564426697,1.7636797818479887e-11,53.07893304106363,9.798062031193046,101,0.6137251912626482,6.176768929371585e-19,True,1.7625747028277905e-10,True,19.240141821992765,18.20923864515347,4.941415143497268e-17,True
s__Flavobacterium_sp_GENT5,1.3224842676362978e-19,49.93866580055052,1.1735931798267372e-10,49.215656323107055,13.954426750292082,101,0.606994680161883,1.4024864023451603e-18,True,9.334412421029326e-10,True,18.87860948565904,17.85310134070645,1.1360139858995798e-16,True
s__Pleurocapsa_sp_CCALA_161,2.827413914551847e-19,48.6513993987158,3.730196932117164e-11,51.55269652129257,7.666916351447175,101,0.6007477922991572,2.9618884787805324e-18,True,3.2366052168572165e-10,True,18.548610609038846,17.528431297591318,2.428748552600037e-16,True
s__Limnohabitans_sp_Jir72,4.2814283648339524e-19,47.95690467574692,4.5135117783999036e-11,51.16418142280211,6.282002708263946,101,0.5972943394478831,4.431020440231765e-18,True,3.8010849192603106e-10,True,18.36841131802491,17.353496246569744,3.677746965392365e-16,True
s__Dechloromonas_denitrificans,3.523529092595047e-18,44.51885443642928,6.888162928273461e-11,50.30236922355152,7.072328970266492,101,0.5792789473970597,3.603227964927554e-17,True,5.744594131443596e-10,True,17.45302213832839,16.44330826055903,3.0267114905391458e-15,True
s__Polynucleobacter_sp_86C_FISCH,5.7391231606977866e-18,43.74407841368616,2.5001379394247362e-11,52.36804710234517,9.698660304694556,101,0.574994303948569,5.799890347105175e-17,True,2.2606510420693142e-10,True,17.241154455260446,16.236580217143494,4.929906795039398e-15,True
s__Flavobacterium_sp_GENT11,1.9275192206100652e-17,41.853188408293384,8.399637724446346e-11,49.89783080054021,13.952264669234497,101,0.5641616216225592,1.925277919190751e-16,True,6.93777769740328e-10,True,16.715001282608643,15.715506570020967,1.655739010504046e-14,True
s__GGB75611_SGB103138,1.7245531487223604e-16,38.550056519585304,3.970083015554424e-11,51.42566814703516,11.042999179986095,101,0.5438517627271464,1.7027484537385144e-15,True,3.4103013103612506e-10,True,15.7633234166395,14.768849505426875,1.4813911547525076e-13,True
s__Polynucleobacter_sp_30F_ANTBAC,3.4334050957453594e-16,37.54234401494623,3.5287161816241076e-11,51.66586268710656,10.691504855371177,101,0.5372734181570059,3.3514715650514362e-15,True,3.0930277551174574e-10,True,15.464274952627934,14.47476446094686,2.9492949772452635e-13,True
s__GGB26682_SGB64469,7.487068131738372e-16,36.418410631412485,1.7257116535143792e-10,48.42902787534726,10.297775918164893,101,0.5297088994584186,7.226282612542991e-15,True,1.3118462923618157e-09,True,15.125688214807932,14.141085057621602,6.431391525163262e-13,True
s__beta_proteobacterium_CB,1.6080064142401168e-15,35.33369051461765,2.876908315460875e-10,47.385957738174525,13.122865320965802,101,0.5221700099299931,1.5347527887025115e-14,True,2.076692641160413e-09,True,14.793712223209749,13.813961568817831,1.3812775098322605e-12,True
s__Candidatus_Nanopelagicus_abundans,8.859258942509765e-15,32.972441609326225,4.236876558562966e-11,51.2931034482759,9.002399868109809,101,0.5048931987757136,8.362751023753723e-14,True,3.603442538421374e-10,True,14.052602604370161,13.077650832860012,7.610103431615888e-12,True
s__Polynucleobacter_yangtzensis,1.1484876052942522e-14,32.62043512390884,1.8491230488368402e-09,43.58463420316871,12.672431114542903,101,0.5022100472181572,1.0723378836388725e-13,True,9.454742255659795e-09,True,13.939873687435744,12.969668350950057,9.865508529477626e-12,True
s__Burkholderiales_unclassified_SGB103074,1.9397802725989407e-14,31.915312798555032,3.332479083027538e-11,51.78246983788859,8.15371507556973,101,0.4967468533584334,1.791689520604828e-13,True,2.981874512834016e-10,True,13.712247461720434,12.746737246443127,1.66627125416249e-11,True
s__Sphingorhabdus_lacus,3.0560757835631005e-14,31.309865285579466,4.8524384758658056e-09,41.61078632291687,9.303891538088365,101,0.4919593289623746,2.792733083064578e-13,True,1.939462778564647e-08,True,13.514835880470956,12.553970570239413,2.6251690980807032e-11,True
s__GGB47467_SGB65430,5.367887025759418e-14,30.56732257866754,6.567729013565946e-12,55.090463352162914,9.902461182025682,101,0.4859619050941497,4.853699952765621e-13,True,7.728327702264585e-11,True,13.270196633041298,12.313927074498903,4.61101495512734e-11,True
s__Polynucleobacter_sp_78F_HAINBA,8.980132295572321e-14,29.896420317471367,2.7748260115710524e-09,42.75448508853683,10.619867300865012,101,0.4804200332405587,8.035347543642316e-13,True,1.3316064491282313e-08,True,13.046717265246524,12.09499533445485,7.713933641896624e-11,True
s__GGB26464_SGB38629,3.9947181219022934e-13,27.98978568793485,3.5273854354656686e-11,51.66663140092948,8.526152992823725,101,0.4639976536701701,3.5375905842413095e-12,True,3.0930277551174574e-10,True,12.398513860260222,11.451292430695224,3.43146286671407e-10,True
s__Aeromonas_sobria,4.3094591157424763e-13,27.894443626012134,6.115876258747967e-10,45.84590814424562,8.37778965658501,101,0.46314914868668056,3.7773728371661095e-12,True,3.862895372253311e-09,True,12.365577235126791,11.422810146988045,3.701825380422787e-10,True
s__Brucella_intermedia,6.514880192000461e-13,27.377467124053567,8.898055381099875e-10,45.07986500751281,6.2489600021056075,101,0.4585010904952064,5.6528101867963594e-12,True,5.345055645010344e-09,True,12.18609356651034,11.247735597276648,5.596282084928395e-10,True
s__Pseudomonas_aeruginosa,6.8480561273693e-13,27.3153694990512,1.9557931933782237e-09,43.46994408201303,6.925102496650008,101,0.4579373599424046,5.882480213410228e-12,True,9.940984337940203e-09,True,12.164432688794268,11.230439524963026,5.882480213410228e-10,True
s__GGB24407_SGB36248,7.028277313608013e-13,27.28305229286406,7.449117800486155e-12,54.8341052171102,8.871791918675768,101,0.4576435153907584,5.977515061771567e-12,True,8.531722920823476e-11,True,12.15315111095112,11.22347932090252,6.037290212389283e-10,True
s__GGB46263_SGB80728,3.2837797270542835e-12,25.395360946583313,8.86387487028751e-11,49.78812226195232,8.188189915035512,101,0.4399088055490311,2.7654576328819895e-11,True,7.251493822454258e-10,True,11.483625982652862,10.558232990583537,2.8207667855396295e-09,True
s__GGB75160_SGB103632,4.706910542662139e-12,24.96295258454767,7.449117800486155e-12,54.8341052171102,7.288535946569175,101,0.4356818628754652,3.9254719962590076e-11,True,8.531722920823476e-11,True,11.32726405561254,10.40610811648647,4.043236156146778e-09,True
s__GGB45985_SGB63721,7.071982796498195e-12,24.477798011253984,7.845506933975238e-12,54.728554430683666,7.039073383492393,101,0.4308627100344853,5.841185790569183e-11,True,8.867487442479907e-11,True,11.150458804470519,10.233498979938057,6.074833222191949e-09,True
